UNID,PDIR,fullstreet,PBUILD,PSTREET,PSTREETTYPE,PSTREETSUF,PSUITE,PCITY,PSTATE,PCODE,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
0038583E5641B86585257C270066F583,," Mobile",,Mobile,,,"Mobile #0",Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
00754EF78961359F8525789D0052B055,,"2515 Columbia Pike",2515,"Columbia Pike",,,,Arlington,VA,22204,38.86341,-77.084258,0.9,range_interpolation,2515,"State Rte 244",Arlington,VA,"Arlington County",22204,US,"TIGER/Line® dataset from the US Census Bureau"
00CE3B06432FA68A8825727B0071816B,,"3311 Lee Hwy",3311,"Lee Hwy",,,,Arlington,VA,22207,38.896744,-77.101726,1,rooftop,3311,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
0223BC07A769EEA185257949006585BE,,"1109 N Highland St",1109,"N Highland St",,,,Arlington,VA,22201,38.886672,-77.094735,1,rooftop,1109,"N Highland St",Arlington,VA,"Arlington County",22201,US,Arlington
032E4761D0C2797285256ECB0054233E,,"561 S 23rd St",561,"S 23rd St",,,,Arlington,VA,22202,38.853503,-77.055017,1,rooftop,561,"23rd St S",Arlington,VA,"Arlington County",22202,US,Arlington
038354AA5527243F85257EC900556BEA,,"1100 S Hayes St #0X06",1100,"S Hayes St #0X06",,,,Arlington,VA,22202,38.863731,-77.060561,1,rooftop,1100,"S Hayes St",Arlington,VA,"Arlington County",22202,US,Arlington
039300A2AFB5AFF58525829500492452,," Mobile",,Mobile,,,,Arlington,VA,22204,38.860335,-77.100868,1,place,,,Arlington,VA,"Arlington County",22204,US,"TIGER/Line® dataset from the US Census Bureau"
0401796E0E95D8E685257BF60049B6E5,," Mobile",,Mobile,,,"Mobile #",Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
0428CB9AF12CD5DF85257CC3005907E3,,"3215 24th Street, Unit 3",3215,"24th Street, Unit 3",,,,Arlington,VA,22206-,38.848669,-77.084365,1,rooftop,3215,"24th St S",Arlington,VA,"Arlington County",22206,US,Arlington
04C8F248089D5FE485257F550076CB5B,,"4053 Campbell",4053,Campbell,,,,Arlington,VA,22206,38.841086,-77.088468,1,rooftop,4053,"Campbell Ave",Arlington,VA,"Arlington County",22206,US,Arlington
04DF7D2B7D61F58C8525810C005C7A75,,"2249-E South Shirlington Road",2249-E,"South Shirlington Road",,,,Arlington,VA,22206,38.849688,-77.084409,0.9,range_interpolation,2249,"S Shirlington Rd",Arlington,VA,"Arlington County",22206,US,"TIGER/Line® dataset from the US Census Bureau"
054BB273B0DF1B60852581A20064C3CB,,"3313 Arlington Blvd",3313,"Arlington Blvd",,,,Arlington,VA,22201,38.872431,-77.096057,1,rooftop,3313,"Arlington Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
054CCB031AC699F488257480005C2FF2,,"2900 N Sycamore St",2900,"N Sycamore St",,,,Arlington,VA,22207,38.899263,-77.157209,1,rooftop,2900,"N Sycamore St",Arlington,VA,"Arlington County",22207,US,Arlington
056D9877B1CD9F2185257BE8005ABA09,,"1700 N Moore St, Suite # 110",1700,"N Moore St, Suite # 110",,,,Arlington,VA,22209,38.895473,-77.071724,1,rooftop,1700,"N Moore St",Arlington,VA,"Arlington County",22209,US,Arlington
05866A89D476C85988256BF80074848B,,"555 S. 23rd St",555,"S. 23rd St",,,,Arlington,VA,22202-,38.853504,-77.05495,1,rooftop,555,"23rd St S",Arlington,VA,"Arlington County",22202,US,Arlington
059F0E110A3DF0C688256BF800748193,,"1305 N Jackson St",1305,"N Jackson St",,,,Arlington,VA,22201-,38.887701,-77.098983,1,rooftop,1305,"N Jackson St",Arlington,VA,"Arlington County",22201,US,Arlington
05BC789B0B244B2085257D630050059C,,"1110 N Glebe Road",1110,"N Glebe Road",,,,Arlington,VA,22201,38.883984,-77.117057,1,rooftop,1110,"N Glebe Rd",Arlington,VA,"Arlington County",22201,US,Arlington
05C80DD6D0AF45B5852581540064AD56,,"220 20th Street S",220,"20th Street S",,,,Arlington,VA,22202,38.855905,-77.050086,1,rooftop,220,"20th St S",Arlington,VA,"Arlington County",22202,US,Arlington
05CF62E7F5197CEC88256BF80074817D,,"1651 N Oak St",1651,"N Oak St",,,,Arlington,VA,22209,38.893787,-77.073198,1,rooftop,1651,"N Oak St",Arlington,VA,"Arlington County",22209,US,Arlington
05D31A5D5112B53D88256BF800748576,,"4500 Lee Hwy",4500,"Lee Hwy",,,,Arlington,VA,22207,38.898411,-77.118204,1,rooftop,4500,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
060B80FA3A28A44585258217005DBF68,,"3207-A Columbia Pike",3207-A,"Columbia Pike",,,,Arlington,VA,22204,38.862002,-77.090213,0.9,rooftop,3207,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
06141A236A97929E85256EB60062535F,,"3907 & 3911 Lee Hwy","3907 & 3911","Lee Hwy",,,,Arlington,VA,22207,38.907416,-77.122344,0.33,place,,,Arlington,VA,"Arlington County",22207,US,"TIGER/Line® dataset from the US Census Bureau"
06239AB95EE8C2FD85256C3900699152,,"1631 Crystal Square Arcade",1631,"Crystal Square Arcade",,,,Arlington,VA,22202,38.858413,-77.049373,1,rooftop,1631,"Crystal Square Arc",Arlington,VA,"Arlington County",22202,US,"Virginia Geographic Information Network (VGIN)"
068847065D00499E8525780D00757EDF,,"3010 Clarendon Blvd",3010,"Clarendon Blvd",,,,Arlington,VA,22201,38.887008,-77.094291,1,rooftop,3010,"Clarendon Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
06D0D77A1FD902CC852570DD0053A243,,"5863 Washington Blvd",5863,"Washington Blvd",,,,Arlington,VA,22205,38.885584,-77.14103,1,rooftop,5863,"Washington Blvd",Arlington,VA,"Arlington County",22205,US,Arlington
071DED15C8F8C2C78525815400557DCD,," Rosslyn/Metro Stations",,"Rosslyn/Metro Stations",,,,Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
0721D3A240CBFC9188256BF8007481CA,,"1101 N Highland St",1101,"N Highland St",,,,Arlington,VA,22201,38.886406,-77.094683,1,rooftop,1101,"N Highland St",Arlington,VA,"Arlington County",22201,US,Arlington
07E9EEAC9B29B3048525813D005164FE,,"Mobile Ballston/Rosslyn",Mobile,Ballston/Rosslyn,,,,Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
07F43CF023F9A63C85257E76005D258C,,"4000 Wilson Blvd Suite D",4000,"Wilson Blvd Suite D",,,,Arlington,VA,22203,38.879617,-77.107921,1,rooftop,4000,"Wilson Blvd",Arlington,VA,"Arlington County",22203,US,Arlington
0838AD16417465D485257EBC004BF60D,," Ballston & Rosslyn",,"Ballston & Rosslyn",,,,Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
0838B080E59E8206852576E0006E5E9B,,"1300 Jefferson Davis Hwy",1300,"Jefferson Davis Hwy",,,,Arlington,VA,22202,38.861377,-77.052604,1,rooftop,1300,"Jefferson Davis Hwy",Arlington,VA,"Arlington County",22202,US,Arlington
084723B95323332E8525792000523449,,"901 N Stuart St",901,"N Stuart St",,,,Arlington,VA,22203,38.881683,-77.111424,1,rooftop,901,"N Stuart St",Arlington,VA,"Arlington County",22203,US,Arlington
085B56F62506106488256BF8007482DB,," WNA-Concourse B",,"WNA-Concourse B",,,,Washington,VA,20001,38.90724,-77.019899,0.9,street_center,,"N St NW",Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
08A52F64FBB8200B85256E92005CB939,,"2231 Crystal Dr",2231,"Crystal Dr",,,,Arlington,VA,22202,38.85381,-77.04871,1,rooftop,2231,"Crystal Dr",Arlington,VA,"Arlington County",22202,US,Arlington
08A63B72B6DE969D88256BF800748527,,"3185 Wilson Blvd",3185,"Wilson Blvd",,,,Arlington,VA,22201,38.886411,-77.096661,1,rooftop,3185,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
08BE859662D37E218525778300535F3F,,"2350 Clarendon Blvd",2350,"Clarendon Blvd",,,,Arlington,VA,22201,38.889863,-77.087182,1,rooftop,2350,"Clarendon Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
08C47265A181C41085257C2F006ACDD9,,"5555 Columbia Pike Suite 100",5555,"Columbia Pike Suite 100",,,,Arlington,VA,22204,38.853628,-77.120137,1,rooftop,5555,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
08CC0CCDC5647E48852570540044670F,,"875-B N Randolph St",875-B,"N Randolph St",,,,Arlington,VA,22203,38.880861,-77.108892,0.9,rooftop,875,"N Randolph St",Arlington,VA,"Arlington County",22203,US,Arlington
0A81BDEE5896880885256C67006E4D25,,"521 N Quincy St",521,"N Quincy St",,,,Arlington,VA,22203,38.876967,-77.107624,1,rooftop,521,"N Quincy St",Arlington,VA,"Arlington County",22203,US,Arlington
0A991E6718BBED5285258281004D1806,," Mobile",,Mobile,,,,Arlington,VA,22204,38.860335,-77.100868,1,place,,,Arlington,VA,"Arlington County",22204,US,"TIGER/Line® dataset from the US Census Bureau"
0AA34ED48E6769508825743B006EA742,,"2011 Crystal Dr",2011,"Crystal Dr",,,100,Arlington,VA,22202,38.855557,-77.048619,1,rooftop,2011,"Crystal Dr",Arlington,VA,"Arlington County",22202,US,Arlington
0AAB0E9362E3E0878525772300507DA6,,"1401 N Taft St",1401,"N Taft St",,,,Arlington,VA,22201,38.889489,-77.081433,1,rooftop,1401,"N Taft St",Arlington,VA,"Arlington County",22201,US,Arlington
0AB75C59C96843F185257D0E004E6A50,," WNA-Terminal B #35",,"WNA-Terminal B #35",,,,Washington,VA,20001,38.90724,-77.019899,0.9,street_center,,"N St NW",Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
0ADE46CC16F47AE788256BF80074823F,,"901 N Quincy St",901,"N Quincy St",,,,Arlington,VA,22203,38.88104,-77.107401,1,rooftop,901,"N Quincy St",Arlington,VA,"Arlington County",22203,US,Arlington
0B3A3651A78F04C788256C840051FC07,,"3033 Wilson Blvd",3033,"Wilson Blvd",,,,Arlington,VA,22201,38.888041,-77.094655,1,rooftop,3033,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
0B55FFBDE67C479C85257FF0005650DA,,"3351 N Fairfax Dr",3351,"N Fairfax Dr",,,,Arlington,VA,22201,38.885217,-77.100979,0.8,rooftop,3351,"Fairfax Dr",Arlington,VA,"Arlington County",22201,US,Arlington
0B68E8CA81DEDFE888256BF8007487D2,,"550 Army Navy Dr",550,"Army Navy Dr",,,,Arlington,VA,22202,38.864591,-77.056222,1,rooftop,550,"Army Navy Dr",Arlington,VA,"Arlington County",22202,US,Arlington
0B825E9F13C314A488256BF80074841A,,"300 N Glebe Rd",300,"N Glebe Rd",,,,Arlington,VA,22203,38.873922,-77.105734,1,rooftop,300,"N Glebe Rd",Arlington,VA,"Arlington County",22203,US,Arlington
0BB339E2D4BD19DA88256BF800748405,,"671 N Glebe Rd",671,"N Glebe Rd",,,,Arlington,VA,22203,38.878678,-77.111304,1,rooftop,671,"N Glebe Rd",Arlington,VA,"Arlington County",22203,US,Arlington
0C127A25B0D97611852579D0006B75FE,,"1025 N. Fillmore St Ste D",1025,"N. Fillmore St Ste D",,,,Arlington,VA,22201,38.885572,-77.092555,1,rooftop,1025,"N Fillmore St",Arlington,VA,"Arlington County",22201,US,Arlington
0C5DAB7A64ED3ACA88256BF8007482E3,,"4235 N Pershing Dr",4235,"N Pershing Dr",,,,Arlington,VA,22203-,38.873452,-77.106271,1,rooftop,4235,"N Pershing Dr",Arlington,VA,"Arlington County",22203,US,Arlington
0C764969637BC3EC88256BF80074811E,,"256 N Glebe Rd",256,"N Glebe Rd",,,,Arlington,VA,22203,38.873536,-77.105159,1,rooftop,256,"N Glebe Rd",Arlington,VA,"Arlington County",22203,US,Arlington
0CB2FB5118F644B185257B8D0061B705,," Mobile",,Mobile,,,,Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
0CF23009FC50014F85257D5C0053C78E,,"3565 Lee Hwy",3565,"Lee Hwy",,,,Arlington,VA,,38.896284,-77.104177,1,rooftop,3565,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
0CF3F6EC81A3C9258525816A004839C6,,"Mobile Ballston/Crystal City",Mobile,"Ballston/Crystal City",,,,Arlington,VA,22204,38.860335,-77.100868,1,place,,,Arlington,VA,"Arlington County",22204,US,"TIGER/Line® dataset from the US Census Bureau"
0CFE56E6AAF6B61A85257FA000679D18,,"3520 Lee Hwy",3520,"Lee Hwy",,,,Arlington,VA,22207,38.895731,-77.10401,1,rooftop,3520,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
0D3350A3284D707985256D97005EAC00,,"2700 Wilson Blvd",2700,"Wilson Blvd",,,,Arlington,VA,22201,38.889073,-77.09109,1,rooftop,2700,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
0DB7962CCB43EC1485257FB70045F967,," Mobile",,Mobile,,,,Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
0E32D3FE277ED76885257FB600520829,," Mobile",,Mobile,,,,Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
0E404FE1D2ECDA6385256CF00063A795,,"1144 N Stuart St",1144,"N Stuart St",,,,Arlington,VA,22201,38.885472,-77.11241,1,rooftop,1144,"N Stuart St",Arlington,VA,"Arlington County",22201,US,Arlington
0E6E54F98F4E71E385256E6D00528786,,"4601 Washington Blvd",4601,"Washington Blvd",,,,Arlington,VA,22201,38.885708,-77.117769,1,rooftop,4601,"Washington Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
0E868A868620F3B4882576660058D834,," WNA-Terminal C",,"WNA-Terminal C",,,FB-9,Washington,VA,22202,38.854462,-77.059721,0.67,place,,,Arlington,VA,"Arlington County",22202,US,"TIGER/Line® dataset from the US Census Bureau"
0E8CB509E4D8F01F85257F68005B14E5,,"3610 Columbia Pike",3610,"Columbia Pike",,,,Arlington,VA,22204,38.860342,-77.094208,1,rooftop,3610,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
0EB54F7AB4D93D4C88256BF800748406,,"5401 N Carlin Springs Rd",5401,"N Carlin Springs Rd",,,,Arlington,VA,22203,38.871299,-77.124341,1,range_interpolation,5401,"N Carlin Springs Rd",Arlington,VA,"Arlington County",22203,US,"TIGER/Line® dataset from the US Census Bureau"
0F896A0C9FBD3B20852578FE00491510,,"1616 N Fort Myer Dr",1616,"N Fort Myer Dr",,,,Arlington,VA,22209,38.892805,-77.071788,1,range_interpolation,1616,"N Fort Myer Dr",Arlington,VA,"Arlington County",22209,US,"TIGER/Line® dataset from the US Census Bureau"
0FB3EFF0F42784C088256BF80074819B,,"2903 Columbia Pike",2903,"Columbia Pike",,,,Arlington,VA,22204,38.86265,-77.087307,1,rooftop,2903,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
0FDD41EB8925289188256BF8007482C6,,"2109 N Pollard St",2109,"N Pollard St",,,,Arlington,VA,22207,38.896988,-77.106866,1,rooftop,2109,"N Pollard St",Arlington,VA,"Arlington County",22207,US,Arlington
107660450C46D1FD852579950058B7FB,,"2399 Jefferson Davis Hwy",2399,"Jefferson Davis Hwy",,,,Arlington,VA,22202,38.852158,-77.05201,1,rooftop,2399,"Jefferson Davis Hwy",Arlington,VA,"Arlington County",22202,US,Arlington
10CDD3363BAECDDF85257F96005C435F,," Mobile",,Mobile,,,,Arlington,VA,22204,38.860335,-77.100868,1,place,,,Arlington,VA,"Arlington County",22204,US,"TIGER/Line® dataset from the US Census Bureau"
10E36DC55122B13E88256BF800748676,,"2799 Jefferson Davis Hwy (1st fl.)",2799,"Jefferson Davis Hwy (1st fl.)",,,,Arlington,VA,22202,38.848961,-77.051951,1,rooftop,2799,"Jefferson Davis Hwy",Arlington,VA,"Arlington County",22202,US,Arlington
11374946211B006B85257849004B5F30,,"2800 S Potomac Ave",2800,"S Potomac Ave",,,,Arlington,VA,22202,38.847785,-77.051196,1,rooftop,2800,"Potomac Ave",Arlington,VA,"Arlington County",22202,US,Arlington
1137A8F0FF51358088256BF800748176,,"1127 N Hudson St",1127,"N Hudson St",,,,Arlington,VA,22201,38.887198,-77.096393,1,rooftop,1127,"N Hudson St",Arlington,VA,"Arlington County",22201,US,Arlington
114A1D955EA1113385258224005CACBC,,"5533 16th St N",5533,"16th St N",,,,Arlington,VA,22205,38.887113,-77.132694,1,rooftop,5533,"16th St N",Arlington,VA,"Arlington County",22205,US,Arlington
1176082268D9E1D08525822C0048CB29,," Mobile",,Mobile,,,,Arlington,VA,22204,38.860335,-77.100868,1,place,,,Arlington,VA,"Arlington County",22204,US,"TIGER/Line® dataset from the US Census Bureau"
12AE06CB5E30F22B88256BF800748188,,"1045 S Edgewood St",1045,"S Edgewood St",,,,Arlington,VA,22204,38.861828,-77.085969,1,rooftop,1045,"S Edgewood St",Arlington,VA,"Arlington County",22204,US,Arlington
12B1F99B98F46B8585257FBE00704773,,"4813 Columbia Pike",4813,"Columbia Pike",,,,Arlington,VA,22204,38.856928,-77.109282,1,rooftop,4813,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
132ECD007FB9C21F852580A7007412F2,,"1621 S Walter Reed Dr",1621,"S Walter Reed Dr",,,,Arlington,VA,22204,38.855724,-77.088107,1,rooftop,1621,"S Walter Reed Dr",Arlington,VA,"Arlington County",22204,US,Arlington
13494171D49F03C4852572530052649C,,"2424 Wilson Blvd",2424,"Wilson Blvd",,,,Arlington,VA,22201,38.890405,-77.088246,1,rooftop,2424,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
139FFB7F5B90F6A2852579650064C3C1,,"2461 S. Clark St",2461,"S. Clark St",,,,Arlington,VA,22202,38.851853,-77.051203,1,rooftop,2461,"S Clark St",Arlington,VA,"Arlington County",22202,US,Arlington
14E75508E0B438B08825746E0049B2E6,,"1801 N George Mason Dr",1801,"N George Mason Dr",,,,Arlington,VA,22207,38.891195,-77.129164,1,rooftop,1801,"N George Mason Dr",Arlington,VA,"Arlington County",22207,US,Arlington
154BBC28C91233F688256BF8007482B6,,"550 S Carlin Springs Rd",550,"S Carlin Springs Rd",,,,Arlington,VA,22204,38.860067,-77.129308,1,rooftop,550,"S Carlin Springs Rd",Arlington,VA,"Arlington County",22204,US,Arlington
159ACBBAFD0B5CF188256BF800748580,," WNA-North Pier",,"WNA-North Pier",,,,Washington,VA,20001,38.90724,-77.019899,0.9,street_center,,"N St NW",Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
15A60CE793E984F88525829D0056F107,," MOBILE",,MOBILE,,,,Arlington,VA,22204,38.860335,-77.100868,1,place,,,Arlington,VA,"Arlington County",22204,US,"TIGER/Line® dataset from the US Census Bureau"
15D3741F8AA0467D88256BF8007488B2,,"523 S 23rd St",523,"S 23rd St",,,,Arlington,VA,22202,38.853509,-77.054113,1,rooftop,523,"23rd St S",Arlington,VA,"Arlington County",22202,US,Arlington
16098D5F4687735885257B8200706751,,"1515 Wilson Blvd Ste 102",1515,"Wilson Blvd Ste 102",,,,Arlington,VA,22209,38.895145,-77.074653,1,rooftop,1515,"Wilson Blvd",Arlington,VA,"Arlington County",22209,US,Arlington
1635D0338BAC9B268525724A0048C70A,,"1100 S Hayes St",1100,"S Hayes St",,,,Arlington,VA,22202,38.863731,-77.060561,1,rooftop,1100,"S Hayes St",Arlington,VA,"Arlington County",22202,US,Arlington
16699E894ECB66D385257E5E006D9A5D,," WNA-Center Pier/Terminal B/C/Post",,"WNA-Center Pier/Terminal B/C/Post",,,,Arlington,VA,20001,38.90724,-77.019899,0.9,street_center,,"N St NW",Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
167A69644BE91A8288256BF80074840D,,"2315 S Eads St",2315,"S Eads St",,,"1st & B",Arlington,VA,22202,38.852966,-77.053298,1,rooftop,2315,"S Eads St",Arlington,VA,"Arlington County",22202,US,Arlington
1695F3EE051F2A25852576FD0065C855,,"3100 Washington Blvd",3100,"Washington Blvd",,,,Arlington,VA,22201,38.885468,-77.094917,1,rooftop,3100,"Washington Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
16AF6694ACF3263388256BF800748399,,"1480 Crystal Dr",1480,"Crystal Dr",,,,Arlington,VA,22202,38.860578,-77.050314,1,rooftop,1480,"Crystal Dr",Arlington,VA,"Arlington County",22202,US,Arlington
170D247D2DF666F9852575390070B048,,"2300 Wilson Blvd # 100",2300,"Wilson Blvd # 100",,,,Arlington,VA,22201,38.890557,-77.087108,1,rooftop,2300,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
172B4DC40EEA1A64852580220056590F,,"3400 Columbia Pike Suite 200",3400,"Columbia Pike Suite 200",,,,Arlington,VA,22204,38.860924,-77.092358,1,rooftop,3400,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
1761C94E62BA5AAD85257DA8006AF1F8,," WNA-Terminal B Space 32",,"WNA-Terminal B Space 32",,,,Arlington,VA,20001,38.90724,-77.019899,0.9,street_center,,"N St NW",Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
17648B20AC87C8EE852580A4005546AD,,"Mobile Ballston/19th St & Monroe St",Mobile,"Ballston/19th St & Monroe St",,,,Arlington,VA,22204,38.860335,-77.100868,1,place,,,Arlington,VA,"Arlington County",22204,US,"TIGER/Line® dataset from the US Census Bureau"
178F07CD9657546F852580D6004F8E34,," Metro Stations",,"Metro Stations",,,,Arlington,VA,22204,38.860335,-77.100868,1,place,,,Arlington,VA,"Arlington County",22204,US,"TIGER/Line® dataset from the US Census Bureau"
179EE896B044F24885257E0A004E1D62,," Rosslyn & 1900 Crystal Dr",,"Rosslyn & 1900 Crystal Dr",,,,Arlington,VA,22209,38.895023,-77.075463,1,place,,,Arlington,VA,"Arlington County",22209,US,"TIGER/Line® dataset from the US Census Bureau"
17E74F7C2BD976FF85258033004931E5,,"520 12th Street South #150",520,"12th Street South #150",,,,Arlington,VA,22202,38.862687,-77.054915,1,rooftop,520,"12th St S",Arlington,VA,"Arlington County",22202,US,Arlington
17ECF73BC65A831888256BF8007483D2,,"4775 Lee Hwy",4775,"Lee Hwy",,,,Arlington,VA,22207,38.89741,-77.124433,1,rooftop,4775,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
180151AFAA3388F185257A46004C660B,,"5100 Wilson Blvd",5100,"Wilson Blvd",,,,Arlington,VA,22205,38.877672,-77.122153,1,rooftop,5100,"Wilson Blvd",Arlington,VA,"Arlington County",22205,US,Arlington
1870254E2C53442785257F87005F8BF0,,"3510 Wilson Blvd",3510,"Wilson Blvd",,,,Arlington,VA,22201,38.88221,-77.101254,1,rooftop,3510,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
18F2EA48B83ED3BC882572EA00541557,,"2530 Crystal Drive",2530,"Crystal Drive",,,,Arlington,VA,22202,38.851108,-77.050606,1,rooftop,2530,"Crystal Dr",Arlington,VA,"Arlington County",22202,US,Arlington
1987E507170AD22F88256BF8007487DB,,"5115 Little Falls Rd",5115,"Little Falls Rd",,,,Arlington,VA,22207,38.90634,-77.141198,1,rooftop,5115,"Little Falls Rd",Arlington,VA,"Arlington County",22207,US,Arlington
19BC78625DFBC619852579D70049BE1D,,"3800 Lee Highway",3800,"Lee Highway",,,,Arlington,VA,22207,38.896356,-77.106722,1,rooftop,3800,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
19BF87F5F3E8434D8525784D0056D775,,"2799 Jefferson Davis Hwy",2799,"Jefferson Davis Hwy",,,,Arlington,VA,22202,38.848961,-77.051951,1,rooftop,2799,"Jefferson Davis Hwy",Arlington,VA,"Arlington County",22202,US,Arlington
1A1C38B941AAC4B78525801F004DAF4A,," WNA-Nat'l Hall #C2-5727",,"WNA-Nat'l Hall #C2-5727",,,,Arlington,VA,,38.885484,-77.099113,0.9,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
1A2DFFA5B881730085257E7000575DCD,," WNA-Terminal B/C Center Pier Space",,"WNA-Terminal B/C Center Pier Space",,,,Arlington,VA,20001,38.907238,-77.025987,0.43,intersection,,"N St NW",Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
1A400E710BBE63BA85257BEF006563AF,,"4021 Campbell Avenue",4021,"Campbell Avenue",,,,Arlington,VA,22206,38.841086,-77.087689,1,rooftop,4021,"Campbell Ave",Arlington,VA,"Arlington County",22206,US,Arlington
1A4E3995401B8D3E852581000056E98C,," WNA-National Hall Room #C2-831",,"WNA-National Hall Room #C2-831",,,,Arlington,VA,22202,38.854462,-77.059721,1,place,,,Arlington,VA,"Arlington County",22202,US,"TIGER/Line® dataset from the US Census Bureau"
1A77A35A452604BE85257D2700504056,,"2300 S 24th Rd #1",2300,"S 24th Rd #1",,,,Arlington,VA,22206,38.849222,-77.078435,1,rooftop,2300,"24th Rd S",Arlington,VA,"Arlington County",22206,US,Arlington
1A82C5292EC9FD4388256BF800748207,,"529 S 23rd St",529,"S 23rd St",,,,Arlington,VA,22202,38.853503,-77.054321,1,rooftop,529,"23rd St S",Arlington,VA,"Arlington County",22202,US,Arlington
1A92BDD8AA4391E18525797C004DD934,,"1501 Wilson Blvd",1501,"Wilson Blvd",,,,Arlington,VA,22209,38.895177,-77.07411,1,rooftop,1501,"Wilson Blvd",Arlington,VA,"Arlington County",22209,US,Arlington
1AAFE070A0C699B285257CDF0064DC47,,"2611 Jefferson Davis Hwy Ste 4",2611,"Jefferson Davis Hwy Ste 4",,,,Arlington,VA,22202,38.84988,-77.051925,1,rooftop,2611,"Jefferson Davis Hwy",Arlington,VA,"Arlington County",22202,US,Arlington
1B5AC577718CA5D8852581240070459A,,"3431 Columbia Pike",3431,"Columbia Pike",,,,Arlington,VA,22204,38.861313,-77.092809,1,rooftop,3431,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
1BE797CBACAE84DB8525811A00661E83,,"1823 N Moore St",1823,"N Moore St",,,,Arlington,VA,22209,38.896691,-77.071264,1,rooftop,1823,"N Moore St",Arlington,VA,"Arlington County",22209,US,Arlington
1BEC5C07433720B788256BF800748195,,"5876 Washington Blvd",5876,"Washington Blvd",,,,Arlington,VA,22205,38.885433,-77.141862,1,rooftop,5876,"Washington Blvd",Arlington,VA,"Arlington County",22205,US,Arlington
1C8ABDFFA5A8260A85257DA400595554,," WNA-Terminal B/C Center Pier Post",,"WNA-Terminal B/C Center Pier Post",,,,Arlington,VA,20001,38.907238,-77.025987,0.43,intersection,,"N St NW",Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
1C8ECCFCEFABDDC285257B49005A7B65,,"650 N Quincy St",650,"N Quincy St",,,,Arlington,VA,22203,38.878677,-77.107971,1,rooftop,650,"N Quincy St",Arlington,VA,"Arlington County",22203,US,Arlington
